attributes,datatype,date,station,value
",,N,",PRCP,2018-01-01T00:00:00,GHCND:US1MTGN0011,0
",,N,",SNOW,2018-01-01T00:00:00,GHCND:US1MTGN0011,0
",,N,",SNWD,2018-01-01T00:00:00,GHCND:US1MTGN0011,447
",,N,",WESD,2018-01-01T00:00:00,GHCND:US1MTGN0011,742
",,N,",WESF,2018-01-01T00:00:00,GHCND:US1MTGN0011,0
"T,,7,1600",PRCP,2018-01-01T00:00:00,GHCND:USC00241044,0
"T,,7,",SNOW,2018-01-01T00:00:00,GHCND:USC00241044,0
",,7,1600",SNWD,2018-01-01T00:00:00,GHCND:USC00241044,457
",,7,1600",TMAX,2018-01-01T00:00:00,GHCND:USC00241044,-83
",,7,1600",TMIN,2018-01-01T00:00:00,GHCND:USC00241044,-189
",,7,1600",TOBS,2018-01-01T00:00:00,GHCND:USC00241044,-106
",,7,1600",PRCP,2018-01-01T00:00:00,GHCND:USC00241047,0
",,7,1600",SN31,2018-01-01T00:00:00,GHCND:USC00241047,-6
",,7,1600",SN32,2018-01-01T00:00:00,GHCND:USC00241047,0
",,7,1600",SN33,2018-01-01T00:00:00,GHCND:USC00241047,6
",,7,1600",SN35,2018-01-01T00:00:00,GHCND:USC00241047,17
",,7,1600",SX31,2018-01-01T00:00:00,GHCND:USC00241047,-6
",,7,1600",SX32,2018-01-01T00:00:00,GHCND:USC00241047,0
",,7,1600",SX33,2018-01-01T00:00:00,GHCND:USC00241047,6
",,7,1600",SX35,2018-01-01T00:00:00,GHCND:USC00241047,17
",,7,1600",TMAX,2018-01-01T00:00:00,GHCND:USC00241047,-111
",,7,1600",TMIN,2018-01-01T00:00:00,GHCND:USC00241047,-211
",,7,1600",TOBS,2018-01-01T00:00:00,GHCND:USC00241047,-133
",,T,",PRCP,2018-01-01T00:00:00,GHCND:USS0010D10S,0
",,T,",SNWD,2018-01-01T00:00:00,GHCND:USS0010D10S,711
",,T,",TAVG,2018-01-01T00:00:00,GHCND:USS0010D10S,-45
",,T,",TMAX,2018-01-01T00:00:00,GHCND:USS0010D10S,-2
",,T,",TMIN,2018-01-01T00:00:00,GHCND:USS0010D10S,-117
",,T,",TOBS,2018-01-01T00:00:00,GHCND:USS0010D10S,-111
",,T,",WESD,2018-01-01T00:00:00,GHCND:USS0010D10S,1676
",,T,",PRCP,2018-01-01T00:00:00,GHCND:USS0010D13S,0
",,T,",SNWD,2018-01-01T00:00:00,GHCND:USS0010D13S,686
",,T,",TAVG,2018-01-01T00:00:00,GHCND:USS0010D13S,-97
",,T,",TMAX,2018-01-01T00:00:00,GHCND:USS0010D13S,-31
",,T,",TMIN,2018-01-01T00:00:00,GHCND:USS0010D13S,-154
